gene,degree_centrality,betweenness_centrality,eigenvector_centrality,composite_score
GIP,0.040540540540540536,0.012503458604534128,0.011426098731270245,0.0214900326254483
FAM222A,0.02702702702702703,0.03594218876248755,1.8380936372726082e-07,0.020989799866292774
GCN1,0.05405405405405406,0.008049649115604624,8.606632871580154e-06,0.02070410326751009
ACADL,0.040540540540540536,0.02114551092248653,5.266519145638755e-06,0.020563772660724237
CACNA1D,0.040540540540540536,0.01915247019333861,2.927621541160645e-07,0.019897767832011085
FOXP4-AS1,0.05405405405405406,0.00471287060208584,8.861285647445195e-06,0.019591928647262447
FEZ1,0.040540540540540536,0.018026051856415776,9.327918088474274e-06,0.019525306771681596
CPM,0.040540540540540536,0.018026051856415773,3.741174482935343e-06,0.01952344452381308
DNER,0.040540540540540536,0.018026051856415776,1.0296482881122752e-07,0.019522231787261708
DNAJB4,0.05405405405405406,0.004093657486800827,2.8566241748824495e-05,0.019392092594201236
EIF3D,0.05405405405405406,0.002318041802708204,5.33288419189851e-07,0.01879087638172715
DKC1,0.05405405405405406,0.0021562607483887725,2.038670029957442e-06,0.01873745115749093
IER3,0.05405405405405406,0.0020430465383102273,4.2532436616333656e-05,0.018713211009660207
C8orf88,0.05405405405405406,0.0015179438913343584,0.0001943219736410529,0.01858877330634316
HSPA4L,0.05405405405405406,0.000890404827276052,1.5157349357726536e-05,0.018319872076895945
DNAJC5,0.05405405405405406,0.0007510006054326932,4.246807629217269e-06,0.018269767155705323
C9orf152,0.05405405405405406,0.0005523894645251405,6.912234587958537e-07,0.018202378247346
CHD9NB,0.05405405405405406,0.0005282361397448828,1.5046917486481467e-05,0.018199112370428473
FUCA2,0.05405405405405406,0.0004861046684471386,7.425409678883431e-07,0.01818030042115636
ARL4C,0.05405405405405406,0.00039823492994308144,8.822400197237404e-06,0.018153703794731458
APOBEC3C,0.05405405405405406,0.00022111342466945444,7.555070109088583e-06,0.01809424084961087
CELSR2,0.05405405405405406,0.0,4.090639147126746e-06,0.018019381564400395
FGF1,0.05405405405405406,0.0,1.876931437787108e-06,0.018018643661830615
EPAS1,0.02702702702702703,0.01802605185641577,0.0009610247686823846,0.015338034550708396
CALM1,0.040540540540540536,0.0048550336516516085,1.960738988630447e-05,0.015138393860692816
EMP2,0.02702702702702703,0.018026051856415776,0.00018293956395037492,0.015078672815797724
C1orf116,0.02702702702702703,0.018026051856415776,4.334787626744923e-06,0.015019137890356514
H2BC12,0.02702702702702703,0.018026051856415776,3.729253671898113e-07,0.01501781726960333
DPT,0.02702702702702703,0.018026051856415776,3.729253671898113e-07,0.01501781726960333
FXYD6,0.02702702702702703,0.018026051856415776,1.0513684007045427e-07,0.015017728006760956
GMDS,0.02702702702702703,0.018026051856415776,4.7007044554683085e-09,0.015017694528049087
C19orf48P,0.040540540540540536,0.003514489983897518,0.00036480135062374525,0.0148066106250206
GATD1,0.02702702702702703,0.004494214171474297,0.012666708384552857,0.014729316527684727
GALNT7,0.040540540540540536,0.0033669734130828397,4.862043919263873e-06,0.014637458665847548
GPI,0.040540540540540536,0.0006249125888603125,1.3022504762246244e-05,0.013726158544721033
BIK,0.040540540540540536,0.0005882931745296594,1.3522305520643036e-06,0.013710061981874086
CDC42EP4,0.040540540540540536,7.229306922526211e-05,0.00019417481852515686,0.013602336142763653
CDK4,0.040540540540540536,0.0002616279953974964,3.113731849296772e-07,0.01360082663637432
FBXO17,0.040540540540540536,0.0,0.00019770426412798903,0.01357941493488951
FMC1,0.040540540540540536,0.00011802772048843663,7.246280126183445e-07,0.013553097629680532
BUB1B,0.040540540540540536,0.0001006245200173035,6.83261406474475e-07,0.013547282773988104
CPA6,0.040540540540540536,7.312239428718939e-05,1.681033188944746e-05,0.013543491088905723
ABCG2,0.040540540540540536,7.778001708013153e-05,1.2112004281838385e-05,0.013543477520634168
GARS1,0.040540540540540536,5.621322393264985e-05,4.495161014980637e-06,0.013533749641829388
BRAT1,0.040540540540540536,4.160074680858808e-05,1.1093982074720154e-05,0.013531078423141281
FRMD6,0.040540540540540536,2.0095755052246753e-05,5.22729749635891e-06,0.013521954531029714
GIPR,0.040540540540540536,0.0,1.688611758218567e-05,0.01351914221937424
CHMP4C,0.040540540540540536,1.373936879299983e-05,1.4889682894754315e-06,0.013518589625874338
ELL3,0.040540540540540536,0.0,8.65018573622651e-06,0.01351639690875892
CACFD1,0.040540540540540536,0.0,7.522387036484902e-07,0.013513764259748061
ANKS3,0.02702702702702703,0.011088149346478273,1.0259199209900618e-05,0.0127084785242384
GBP1,0.02702702702702703,0.006925317264162178,7.341739689751894e-07,0.011317692821719393
F5,0.02702702702702703,0.00601671344856524,3.85138044796563e-07,0.011014708537879022
ALDH2,0.02702702702702703,0.005626848815872684,5.26079823488019e-06,0.010886378880378198
HOXC4,0.02702702702702703,0.0030336322185743085,1.0519856304972461e-05,0.010023726367302104
APCDD1,0.02702702702702703,0.0021413936587321106,1.0312845055002583e-05,0.009726244510271381
ANXA1,0.02702702702702703,0.0018012943610180542,5.034383243822584e-06,0.009611118590429636
ALDH1A2,0.02702702702702703,0.0011900942322744196,0.00018355541727923394,0.009466892225526895
EFEMP1,0.02702702702702703,0.0012899740700094283,2.8861253024210606e-07,0.009439096569855566
EIF2B4,0.02702702702702703,0.0006696353496984331,5.1994837748385784e-06,0.0092339539535001
AGPAT4,0.02702702702702703,0.0006598562094809382,8.550955392903216e-06,0.009231811397300291
DRAIC,0.02702702702702703,0.0004225420229434808,1.2418552747351078e-06,0.009150270301748415
GUCY1A1,0.02702702702702703,0.0,0.00036607187174280016,0.009131032966256608
BZW2,0.02702702702702703,0.0003506943510682996,3.1127031214572513e-06,0.009126944693738927
EIF2A,0.02702702702702703,0.00030423001803276414,2.652984313211913e-07,0.009110507447830372
BICD1,0.02702702702702703,0.0,0.00018692342818088945,0.009071316818402638
BEX1,0.02702702702702703,0.0,0.00018593020105410433,0.00907098574269371
HGSNAT,0.02702702702702703,0.0,0.0001858903589516312,0.009070972461992887
HOXC6,0.02702702702702703,0.00016550685524381319,9.965448528351562e-07,0.00906451014237456
ANP32E,0.02702702702702703,5.8983429748552764e-05,1.0736731768002523e-06,0.00902902804331746
EIF3J-DT,0.02702702702702703,0.0,1.1296711773998146e-05,0.009012774579600343
HSPB1,0.02702702702702703,0.0,1.1296711773998146e-05,0.009012774579600343
ANTXR2,0.02702702702702703,0.0,8.259438823816611e-06,0.009011762155283615
CFL2,0.02702702702702703,0.0,4.280496840506899e-06,0.00901043584128918
AMT,0.02702702702702703,0.0,4.122887214437057e-06,0.009010383304747155
CSRP2,0.02702702702702703,0.0,2.966055926538348e-06,0.009009997694317855
AMACR,0.02702702702702703,0.0,2.939772229621398e-06,0.00900998893308555
EPHA2,0.02702702702702703,0.0,1.8908827688565059e-06,0.009009639303265295
CFH,0.02702702702702703,0.0,1.6712094144549815e-06,0.009009566078813829
CAV1,0.02702702702702703,0.0,4.837053225831835e-07,0.009009170244116538
DLX1,0.02702702702702703,0.0,4.565892566832079e-07,0.009009161205427904
COX16,0.02702702702702703,0.0,3.360060427540546e-07,0.00900912101102326
CYP3A43,0.02702702702702703,0.0,1.0289861872413105e-07,0.009009043308548584
AIRIM,0.013513513513513514,0.0,0.012659028509589427,0.008724180674367648
ARVCF,0.013513513513513514,0.0,0.0001826024035685401,0.0045653719723606845
CRACR2B,0.013513513513513514,0.0,0.0001826024035685401,0.0045653719723606845
FARSA,0.013513513513513514,0.0,0.0001815669555777475,0.0045650268230304205
EIF4EBP1,0.013513513513513514,0.0,0.0001815669555777475,0.0045650268230304205
BAG3,0.013513513513513514,0.0,1.3973775476761978e-05,0.004509162429663425
EMCN,0.013513513513513514,0.0,1.355765181587541e-05,0.004509023721776463
FAM90A2P,0.013513513513513514,0.0,8.918632215505841e-06,0.004507477381909673
FASN,0.013513513513513514,0.0,8.767135640799702e-06,0.0045074268830514385
AKR1B1,0.013513513513513514,0.0,6.37307975125515e-06,0.004506628864421589
ANG,0.013513513513513514,0.0,5.253356893565449e-06,0.004506255623469026
HK1,0.013513513513513514,0.0,5.253356893565449e-06,0.004506255623469026
ABO,0.013513513513513514,0.0,4.544108231899743e-06,0.004506019207248471
CAVIN2,0.013513513513513514,0.0,4.152254618110978e-06,0.004505888589377209
FAM8A1,0.013513513513513514,0.0,3.1229308966589226e-06,0.004505545481470058
CIB2,0.013513513513513514,0.0,3.0283447617608316e-06,0.004505513952758425
AGR2,0.013513513513513514,0.0,3.0283447617608316e-06,0.004505513952758425
CD46,0.013513513513513514,0.0,2.6001423129663647e-06,0.004505371218608827
FOXQ1,0.013513513513513514,0.0,1.4327983890719345e-06,0.004504982103967529
BBS5,0.013513513513513514,0.0,1.1842826182962058e-06,0.00450489926537727
EFHD1,0.013513513513513514,0.0,1.1260926592913101e-06,0.0045048798687242686
EMB,0.013513513513513514,0.0,8.618259511695012e-07,0.004504791779821562
ELAC2,0.013513513513513514,0.0,6.319914774577074e-07,0.004504715168330324
EEF1AKMT1,0.013513513513513514,0.0,3.304953435831483e-07,0.004504614669619033
CPVL,0.013513513513513514,0.0,3.300439842128481e-07,0.00450461451916591
CLDN3,0.013513513513513514,0.0,2.9481047241383716e-07,0.004504602774661976
HACD1,0.013513513513513514,0.0,2.892192376679908e-07,0.004504600910917061
GPX3,0.013513513513513514,0.0,2.892192376679908e-07,0.004504600910917061
GPM6B,0.013513513513513514,0.0,2.1928840681004467e-07,0.004504577600640108
