gene,log2FC,pvalue,adjusted_pvalue
C19orf84,1.0123791960173945,0.0007339046104319978,0.007849890519254457
C1QTNF3-AMACR,1.5774907386326589,9.5386740425884e-08,1.4219910810572582e-05
C1orf116,1.2021213172272467,0.00018372388393564557,0.0031935710320562813
C22orf46P,1.1206090112448193,0.0007603621951384558,0.007964290581434993
C3AR1,1.2422303835076378,6.778433597807947e-06,0.00029267828427019646
C3orf80,1.0665856292617568,0.0001073126050764007,0.002152971675864574
C4B_2,1.1496778813401682,0.000149470833038611,0.0027628764463308014
C8orf88,-1.4755904703802705,1.5664515961664626e-06,0.00010037915347732972
C9orf152,1.233611248441572,0.00027646243849735285,0.004208763546716316
C9orf43,1.0902678786811046,0.00033373482812533044,0.0047841409954820936
CACFD1,1.115026754877242,4.601101297019743e-05,0.001149255583230797
CACHD1,-1.1926074097284216,0.00035308823033727583,0.004983395818967982
CACNA1D,1.0864307845695091,4.133683051012422e-05,0.0010627278330069898
CACNA1F,1.0066377030459537,0.0022595179156256707,0.012886479999430859
CACNA2D1,-1.0077985371883251,0.0003210244091417132,0.004662673200977779
CACNB4,-1.0205904985796033,0.0035989224290169384,0.0165257899002581
CALM1,-1.469354245507342,4.089713692012636e-07,4.00922983828823e-05
CALML5,1.0780149703389423,0.006616641628380391,0.024318199748481838
CAMKK2,1.2844838008565838,8.932495965489505e-08,1.3696706492225943e-05
CANT1,1.4579726947036793,7.617966714993813e-06,0.00031754347858402364
CAPG,-1.6909371972302025,2.1577340436632962e-07,2.5173954736586946e-05
CAPN10,1.034201828209938,3.223749825179059e-05,0.0008921509882431567
CARD18,1.076304953326105,0.003030631592019045,0.014952555363335519
CASC17,1.0377699649006733,0.0008817154636368297,0.008520033927995782
CATSPER1,1.026768976723524,0.0012872676998922983,0.010125971313150593
CAV1,-1.0644831924151128,0.0007294101852113646,0.007825211617157603
CAV2,-1.350089925316877,1.8647553749459158e-06,0.00011372358986921585
CAVIN1,-1.0604111177654405,5.840709341005825e-06,0.00026285640969260385
CAVIN2,-1.0582437100464008,0.0026439903816430125,0.013942162005092249
CBLL2,1.0009361781968171,0.00619619529151928,0.023311203000884052
CCDC106,1.0141134356086152,0.0006627348045108516,0.007411442927643539
CCDC110,1.0641243315255065,1.8747998337928332e-06,0.00011401226071396813
CCEPR,-1.4318412580474205,0.0029203731146540224,0.014631294213894721
CCIN,1.0003872934704197,0.002040210877081116,0.012306042961028467
CCK,-1.4609826080655954,0.00030425239507803054,0.004492012493218764
CCL16,1.0019149191051346,0.0015327370062337704,0.010852000432988243
CCL2,-1.2043787825377048,5.114227107470375e-05,0.0012419356709962278
CCND2,-1.1279771644769427,1.1694688861481815e-05,0.00043209963130710866
CCNG2,1.1470012538636545,2.6605644955771675e-05,0.0007823881921445898
CCT5,1.0877418451159686,9.151297683562628e-08,1.3932688466172975e-05
CCT6A,1.1300001598841956,2.8852092916339295e-06,0.00015881227657309118
CD177,-1.783420797948497,4.665266865289883e-15,1.0014928379717791e-10
CD38,-1.286443225097166,6.893918246885153e-08,1.153617730089918e-05
CD40,-1.0304913860899072,0.002866569209355968,0.01448602665189373
CD46,-1.064001384338494,0.0005123127903793206,0.006349779833182953
CD47,-1.0073486868533459,3.0325289142187683e-05,0.0008588297915769697
CDC14B,-1.1804773862175382,7.984528665127648e-06,0.0003264835749605623
CDC42EP4,-1.181586078694791,0.0001964640388346055,0.0033260989918473785
CDH3,-1.430996941715604,6.401845955724691e-07,5.205622239831134e-05
CDK4,1.0495393848309922,8.011228771944001e-05,0.0017620599185176422
CDR2L,1.0725053417288715,3.905394138932668e-05,0.001021957667273599
CEBPB,-1.1563447585471982,0.0002559706452625645,0.0040285350746711674
CELSR2,-1.1240631298045702,0.0024809640599566373,0.013532126703195082
CENPX,1.4851757213786574,3.3081805450895015e-07,3.426382475971559e-05
CERS2,1.042563414250971,6.436457577899796e-05,0.001492132125537526
CFD,-1.2897696950269621,7.614648683019156e-05,0.0016974419862759316
CFH,-1.0259778382220452,4.238161978510025e-05,0.0010805299666588443
CFL2,-1.081679055837761,0.00013795280652189836,0.002597748155794379
CGREF1,1.5612050768192596,1.5503771251731555e-08,3.920902489800687e-06
CHAT,1.033643085515334,0.0019356750860908536,0.011981519208326382
CHCHD3,1.101688041661869,2.7238852114321072e-05,0.0007955868662815309
CHD1L,1.0242222112315251,2.983563932351801e-06,0.00016252313465294857
CHD9NB,-1.3175665268986507,0.0033313233241192425,0.01581552317718569
CHMP4C,1.2566461340716222,1.1700655136192816e-06,8.050575763097795e-05
CHRM4,1.036063511146144,0.0013000872905700846,0.010170908843537902
CHTF18,1.339401541358094,1.0907388768899584e-05,0.0004115095161721746
CIB2,-1.3628719381392063,0.00013124579104421556,0.0025155833895947996
CIDEB,-1.2513514459000399,0.00017475743729483036,0.003090212443499278
CLDN3,1.211366766519388,0.00013592831528994016,0.0025731685576094758
CLDN7,1.1254050431901452,0.0005477295637081835,0.006635502564403824
CLIP4,-1.3009516915734791,1.1984377220416367e-08,3.215857822383477e-06
CMIP,-1.3204194559376545,8.960591528488009e-06,0.0003523022313956998
CMTM2,1.0010560828034514,0.0012154826956357596,0.009860302748344233
CMTM5,1.0787281060399923,0.0013935045428155287,0.010489193557931025
CNN2,-1.0725996457835458,0.0001374697509268181,0.002593201356015821
COA7,1.185301685558896,2.6242982485107943e-06,0.00014903653571635242
COG4,1.0258904053814384,0.0004605529153059414,0.005909557341824653
COL12A1,1.0397370901478291,1.2127069437795222e-07,1.690466231306169e-05
COL13A1,-1.022738913738049,0.003505286368533216,0.016262801485477103
COL17A1,-1.6072860389252694,0.00033087039042027823,0.004751033224850912
COL4A6,-1.197507506001922,1.6517000821389887e-06,0.00010440884476378412
